DATASET = INSTANCE_1

DAYS = 20
TRUCK_CAPACITY = 1000
TRUCK_MAX_DISTANCE = 1000
VAN_CAPACITY = 50
VAN_MAX_DISTANCE = 1000

TRUCK_DISTANCE_COST = 20
TRUCK_DAY_COST = 2000
TRUCK_COST = 0
VAN_DISTANCE_COST = 10
VAN_DAY_COST = 400
VAN_COST = 5

DELIVER_EARLY_PENALTY = 5

PRODUCTS = 3
1 4
2 7
3 10

HUBS = 20
1 5000 6,7,9,10,13,15,19,26,31,33,35,36,37,38,43,52,58,64,65,66,68,70,71,72,73,81,90,91,92,96
2 5000 2,7,10,11,13,15,17,18,20,26,27,29,30,33,36,48,49,50,51,58,62,65,72,73,75,76,86,88,89,96
3 5000 3,4,6,7,9,12,14,17,23,24,25,28,36,51,58,60,61,64,71,73,74,77,78,82,89,90,92,94,98,100
4 5000 4,5,11,12,14,15,21,24,25,27,33,35,36,39,40,46,47,50,51,53,54,56,58,59,63,67,76,81,87,95
5 5000 7,10,14,18,22,31,36,38,39,40,47,48,49,55,56,58,59,65,66,70,74,77,80,81,83,90,93,94,96,100
6 5000 2,3,9,13,17,18,20,21,22,30,33,35,39,41,51,56,60,62,66,70,71,73,74,75,76,77,86,87,99,100
7 5000 4,5,10,12,15,18,19,23,31,33,34,46,47,49,50,53,56,59,60,61,66,69,70,71,82,85,87,92,94,100
8 5000 2,5,6,10,11,15,27,30,33,35,40,52,55,58,59,60,61,62,65,66,72,74,79,81,83,86,87,89,90,96
9 5000 2,4,11,16,18,22,25,26,29,30,33,37,39,49,51,53,58,61,62,63,66,71,72,75,78,82,83,88,91,98
10 5000 7,18,26,28,30,41,43,44,47,50,51,53,54,55,56,60,64,67,69,70,76,77,78,90,91,95,97,98,99,100
11 5000 1,2,10,13,15,16,18,20,21,22,25,26,30,31,38,40,45,47,49,52,53,56,57,59,67,70,79,80,82,88
12 5000 2,8,9,10,11,16,19,20,22,25,31,33,39,41,42,44,45,48,51,52,57,60,62,63,64,71,80,92,94,98
13 5000 5,6,8,9,12,23,24,27,43,44,46,51,57,60,61,64,65,66,67,69,70,71,73,75,78,80,86,95,97,99
14 5000 3,7,13,17,18,21,22,23,27,29,30,31,32,38,46,48,49,53,62,69,73,78,79,85,88,92,93,96,97,100
15 5000 2,3,4,5,15,17,22,24,26,30,31,37,38,46,47,58,65,67,70,72,73,75,78,81,83,84,85,87,98,99
16 5000 1,2,4,5,10,11,13,17,26,31,32,33,34,41,45,47,51,57,62,67,73,74,76,77,78,81,88,89,94,100
17 5000 2,3,4,5,9,11,16,17,18,21,27,31,34,37,44,45,48,53,66,68,72,73,75,80,82,89,90,95,96,97
18 5000 10,13,14,18,22,25,26,30,32,35,36,37,40,45,47,48,49,50,54,62,63,64,65,69,72,76,83,91,93,96
19 5000 1,4,5,6,11,14,16,23,31,32,33,34,36,38,44,45,49,52,56,62,65,73,74,75,76,78,85,88,89,98
20 5000 3,5,6,8,10,15,23,25,37,43,45,49,51,56,57,61,62,64,72,74,78,79,82,84,86,91,94,95,96,98

LOCATIONS = 30
1 87 92
2 26 5
3 38 87
4 51 66
5 36 4
6 65 79
7 73 74
8 73 34
9 73 72
10 30 87
11 15 41
12 17 87
13 34 1
14 39 18
15 47 23
16 90 80
17 67 80
18 45 71
19 17 71
20 36 87
21 81 14
22 19 32
23 54 16
24 88 40
25 81 28
26 29 65
27 88 81
28 46 66
29 49 14
30 19 2

REQUESTS = 100
1 1 24 0,7,5
2 1 29 8,5,0
3 1 25 2,0,8
4 1 27 7,9,0
5 1 24 0,4,3
6 2 30 0,8,6
7 2 26 0,0,9
8 2 24 9,2,0
9 2 29 0,0,5
10 3 24 1,0,3
11 3 28 0,9,8
12 4 29 0,2,8
13 4 27 2,3,0
14 4 23 8,1,0
15 5 26 0,3,0
16 6 29 1,0,0
17 6 24 0,5,7
18 6 26 0,0,5
19 6 30 9,6,0
20 6 26 9,0,0
21 6 24 0,5,5
22 6 30 5,0,8
23 6 27 0,4,1
24 6 27 2,0,5
25 6 26 9,0,9
26 7 28 0,3,9
27 7 22 0,9,6
28 7 27 0,6,2
29 7 26 8,1,0
30 7 29 0,0,3
31 8 27 0,5,1
32 8 28 4,5,0
33 8 23 9,0,7
34 8 26 7,1,0
35 8 26 0,8,8
36 8 28 8,0,1
37 9 22 6,0,0
38 9 24 5,0,3
39 9 22 4,0,2
40 9 30 5,4,0
41 9 26 0,0,3
42 9 22 9,0,6
43 9 24 0,2,0
44 10 28 0,8,0
45 10 22 6,0,0
46 10 30 0,3,5
47 10 22 5,0,0
48 10 23 0,8,7
49 11 23 5,0,0
50 11 23 8,0,0
51 11 30 0,0,8
52 12 29 5,0,4
53 12 24 7,0,7
54 12 24 4,0,0
55 12 25 3,0,9
56 12 30 8,0,3
57 12 24 7,7,0
58 13 26 0,2,0
59 13 26 6,8,0
60 13 25 6,0,7
61 13 24 5,0,3
62 14 23 8,0,7
63 14 29 8,4,0
64 14 26 3,4,0
65 14 29 1,1,0
66 15 30 0,5,5
67 15 30 0,6,0
68 15 28 9,0,8
69 15 25 4,0,0
70 15 27 6,3,0
71 15 23 7,0,6
72 16 29 0,0,6
73 16 26 6,1,0
74 17 26 0,3,9
75 17 27 6,0,1
76 17 29 1,0,7
77 17 30 0,1,5
78 18 24 1,0,2
79 18 23 5,0,0
80 18 22 0,6,4
81 18 26 0,9,5
82 18 30 0,7,1
83 18 22 4,0,9
84 18 30 0,8,0
85 19 29 9,0,0
86 19 28 0,0,9
87 19 30 0,6,3
88 19 22 7,2,0
89 19 26 1,0,2
90 20 22 6,0,7
91 20 28 9,0,4
92 20 27 0,2,6
93 20 24 0,7,9
94 20 27 8,0,1
95 20 29 5,0,0
96 20 24 1,6,0
97 20 30 6,7,0
98 20 22 0,8,0
99 20 30 0,5,5
100 20 30 2,5,0
