DATASET = INSTANCE_13

DAYS = 20
TRUCK_CAPACITY = 120
TRUCK_MAX_DISTANCE = 1000
VAN_CAPACITY = 30
VAN_MAX_DISTANCE = 1000

TRUCK_DISTANCE_COST = 20
TRUCK_DAY_COST = 200
TRUCK_COST = 0
VAN_DISTANCE_COST = 10
VAN_DAY_COST = 100
VAN_COST = 0

DELIVER_EARLY_PENALTY = 5

PRODUCTS = 3
1 4
2 7
3 10

HUBS = 2
1 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50

LOCATIONS = 23
1 43 34
2 16 93
3 33 58
4 80 1
5 64 39
6 0 36
7 27 48
8 35 60
9 18 15
10 59 26
11 8 16
12 7 57
13 60 93
14 2 95
15 48 9
16 59 61
17 70 87
18 39 29
19 57 73
20 2 49
21 46 75
22 71 52
23 70 10

REQUESTS = 50
1 2 17 7,0,3
2 2 22 1,0,0
3 3 17 0,0,4
4 4 17 7,0,9
5 5 15 0,4,9
6 5 19 0,4,6
7 5 7 0,9,8
8 6 6 0,6,0
9 6 6 3,0,3
10 6 13 0,7,9
11 7 9 0,5,7
12 7 11 0,3,2
13 8 22 0,7,0
14 8 4 9,3,0
15 8 18 0,1,0
16 9 12 6,5,0
17 9 8 0,0,7
18 10 4 9,0,0
19 10 12 0,0,5
20 10 21 1,0,0
21 10 14 7,1,0
22 11 6 3,6,0
23 11 17 8,0,0
24 12 9 5,0,7
25 12 15 0,2,0
26 12 14 8,0,0
27 12 6 5,0,2
28 13 9 9,8,0
29 13 5 8,1,0
30 13 5 0,4,2
31 13 9 0,0,8
32 13 15 0,5,7
33 13 11 1,3,0
34 14 4 0,8,0
35 14 22 4,7,0
36 14 14 0,0,9
37 15 8 0,3,6
38 15 10 0,0,8
39 16 12 0,0,8
40 16 18 0,0,1
41 16 13 0,0,6
42 17 23 7,0,7
43 17 22 7,0,0
44 17 8 9,7,0
45 18 20 0,9,1
46 18 20 8,8,0
47 18 16 0,3,5
48 19 19 7,0,9
49 19 22 2,0,0
50 19 7 1,4,0
