DATASET = INSTANCE_19

DAYS = 20
TRUCK_CAPACITY = 120
TRUCK_MAX_DISTANCE = 1000
VAN_CAPACITY = 100
VAN_MAX_DISTANCE = 1000

TRUCK_DISTANCE_COST = 20
TRUCK_DAY_COST = 200
TRUCK_COST = 0
VAN_DISTANCE_COST = 10
VAN_DAY_COST = 100
VAN_COST = 0

DELIVER_EARLY_PENALTY = 5

PRODUCTS = 3
1 4
2 7
3 10

HUBS = 10
1 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
3 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
4 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
5 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
6 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
7 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
8 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
9 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10 0 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100

LOCATIONS = 30
1 7 99
2 4 0
3 68 36
4 35 54
5 80 75
6 73 76
7 29 25
8 60 22
9 60 87
10 19 98
11 41 20
12 60 49
13 54 62
14 82 66
15 24 36
16 55 24
17 4 12
18 20 84
19 33 26
20 57 86
21 75 93
22 38 25
23 5 49
24 21 84
25 65 28
26 17 20
27 30 40
28 44 97
29 91 8
30 98 20

REQUESTS = 100
1 1 18 0,0,8
2 1 28 9,0,9
3 1 25 0,6,9
4 1 30 0,0,4
5 1 21 0,2,0
6 2 28 2,6,0
7 2 26 8,2,0
8 2 17 0,0,3
9 2 13 0,8,5
10 2 29 2,0,0
11 2 20 9,0,0
12 3 20 9,5,0
13 3 21 7,5,0
14 3 17 2,1,0
15 3 19 0,6,0
16 3 26 0,5,2
17 3 26 0,0,4
18 3 25 6,0,1
19 3 26 1,0,1
20 4 13 0,8,6
21 4 18 8,4,0
22 4 27 8,0,2
23 4 30 2,0,6
24 5 13 9,8,0
25 5 30 6,0,9
26 6 19 9,0,1
27 6 19 9,5,0
28 6 13 2,2,0
29 6 14 1,0,0
30 6 17 0,5,0
31 6 21 0,7,0
32 7 16 4,1,0
33 7 16 0,4,0
34 7 26 1,0,0
35 7 19 4,0,8
36 7 12 0,8,7
37 7 23 6,0,0
38 7 13 0,8,1
39 7 23 2,0,2
40 7 20 2,1,0
41 9 21 0,8,0
42 9 12 0,0,5
43 9 16 4,9,0
44 9 26 8,0,0
45 9 19 0,3,0
46 9 20 9,0,0
47 10 28 1,0,0
48 10 12 0,0,5
49 10 14 1,0,0
50 10 15 0,9,6
51 10 13 1,0,5
52 11 14 1,0,8
53 11 12 0,0,9
54 11 22 7,0,0
55 11 28 9,0,8
56 12 23 0,6,0
57 12 17 0,1,0
58 12 28 0,4,9
59 12 16 0,9,7
60 12 26 5,7,0
61 13 24 2,4,0
62 13 26 7,0,2
63 13 13 5,0,9
64 13 29 0,0,6
65 14 17 2,0,0
66 14 28 6,0,6
67 14 28 1,4,0
68 14 29 4,4,0
69 14 16 6,0,5
70 14 13 5,0,8
71 14 22 9,0,7
72 14 25 4,6,0
73 15 18 0,9,4
74 15 20 0,8,2
75 15 27 0,3,7
76 15 24 0,0,8
77 15 30 9,0,0
78 16 18 9,2,0
79 16 26 2,4,0
80 17 25 0,1,3
81 17 13 0,8,8
82 17 16 1,0,7
83 17 26 8,1,0
84 17 21 0,4,1
85 17 30 9,3,0
86 18 29 0,1,3
87 18 24 6,0,1
88 18 20 0,0,3
89 19 12 0,0,6
90 19 12 0,7,0
91 19 25 4,9,0
92 19 22 8,0,9
93 19 27 0,8,0
94 20 23 6,0,0
95 20 13 1,8,0
96 20 19 0,6,0
97 20 25 7,4,0
98 20 24 0,5,8
99 20 28 0,2,5
100 20 21 3,0,5
